dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Mar 1, 2017",Current Employee - Software Development Engineer I,Amazon,not mentioned,3,1,5,4,4,4
" Dec 5, 2018",Former Employee - Human Resources,Life @ Amazon fulfillment Canada,not mentioned,3,1,1,5,5,3
" Oct 21, 2018",Current Employee - Fulfillment Associate,The company is just simply too big to provide the necessary individual attention for career progression...,pay increase from 1st november 18 set working days benefits communication organisation good for weight loss and exercise! (expect lots of walking for some roles) hr really try to engage with people and create a fun working environment f. no work life balance (better if you live local to a fulfilment centre but if you want a full decent nights/ day sleep youll only have a couple of hours each day when youre working to do other things) exhausting (rest days you will be a lot more,3,1,2,2,3,3
" Jun 1, 2013",Former Employee - Software Development Engineer,Worst 'A' Grade company,not mentioned,1,1,1,1,3,1
" Apr 18, 2015",Current Employee - Software Engineer,"Friendly people, interesting work but no work-life balance.","smart, hardworking people great internal tools and tech you get a lot of freedom as an employee, and your ideas are valued by your manager and your peers if they are good. great perks free food great cafeteria and decent selection of snack. no work life balance. to be fair, a fair number of people at fb work 40 hour weeks and are pretty successful, but it's not uncommon for people to work 10 hours a day or more, or work on a weekend because they are overloaded with work to do. a lot of peo",4,3,4,none,4,3
" May 24, 2012",Current Employee - Software Engineer,An extremely fulfilling life changing experience but with plenty of costs,not mentioned,4,1,4,2,3,1
" Aug 13, 2018",Current Employee - Retail,High Rotation,"good salary and rsus. long learning curve. no work/life balance, horrible management very slow promotions even for the entry level positions frugal culture super individualistic and 0 team work managers dont coach or manage and take full ownership of your work",2,1,1,3,3,1
" Feb 25, 2014",Current Employee - Senior Software Engineer,abusive,not mentioned,1,1,1,1,1,1
" Apr 22, 2014",Current Employee - Human Resources Consultant,Working hard and having fun,"amazon sets you huge challenges every day, and builds teams that ensure you can meet them. working with the very best means that you can achieve some incredible things informal culture, your opinion is as valid and as respected as a director or vp's . no work life balance. if you do not guard your time, amazon will gobble it up don't expect a pay rise! compensation rewards come through additional rsu grants rather than more cash in the bank at the end of the month customers come first, employees",4,2,5,5,3,4
" Apr 22, 2014",Current Employee - Human Resources Consultant,Working hard and having fun,"amazon sets you huge challenges every day, and builds teams that ensure you can meet them. working with the very best means that you can achieve some incredible things informal culture, your opinion is as valid and as respected as a director or vp's . no work life balance. if you do not guard your time, amazon will gobble it up don't expect a pay rise! compensation rewards come through additional rsu grants rather than more cash in the bank at the end of the month customers come first, employees",4,2,5,5,3,4
" Nov 13, 2012",Current Employee - Engineering Manager,"Engineering, Manager",not mentioned,5,4,5,5,5,5
" Jul 20, 2016",Former Employee - SDEII,Really depends on what team you land on...,"most of the bs office culture so prevalent in silicon valley is not present in south lake union (but, see first 'con' below). robust dialogue regarding design decisions is strongly encouraged, and sdes at all levels tend to participate in such dialogu. none of the free meals, free parking, permissive expense policies, and so forth that you'll find in most of the major silicon valley companies. background: ""disagree and commit"" is one of the core corporate values, and this is often a good thing (see",4,4,4,4,3,4
" Dec 4, 2012",Current Employee - Anonymous Employee,Best company to work for!,not mentioned,5,5,5,5,5,5
" Nov 14, 2012",Current Employee - Software Engineer,Awesome place to work,not mentioned,5,5,5,5,5,5
" Jan 29, 2016",Current Employee - Anonymous Employee,Fulfillment Associate (i.e warehouse worker),"health and dental benefits paid personal time off options potential for 8% cash bonus each month some strong teamwork overtime opportunity during peak season. non living wage level only 1 week vacation, earned by end of 1st year grueling work, on your feet 10 11 hours/day, relentless pace, brutal peak season work hours, pace and workload some physical conditions can be extreme (heat in summer, cold in w",3,1,2,4,2,1
" May 30, 2015",Current Employee - Data Scientist,Best place for data science,"world class technology and infrastructure brilliant colleagues who care a lot about their work challenging problems and impactful decisions focus on the data and facts behind an idea vs who's suggesting it. not a con for me, but facebook is an intense place, driven by smart and passionate people. if you are looking for a place to coast, this aint it. commute, if you're living in sf",5,3,5,5,5,5
" Feb 11, 2016",Former Employee - Business Program Manager,Let Go in a Reorganization,"vacation and benefits package is superb it's a company that has successfully reinvented itself in the last 3 years and has a real world changing purpose rather than a company just chasing ever more profit amazing colleagues great career prospects. not a con, but some advice... keep one eye on the responsibilities of your job, but pay close attention to your annual commitments set at review time. you can be superb at your day to day job, but if you don't live up to your commitments it will cast yo",5,3,5,4,5,5
" Oct 31, 2016",Current Employee - Anonymous Employee,Lots of opportunities,not mentioned,3,3,4,4,1,2
" Oct 13, 2017",Current Employee - Software Development Engineer,Great company on the rise,"not as established globally so a lot of expansion, especially now constantly innovating (you'll never be bored!) you can do what you want (nobody will tell you no). not a great company for full investment (until retirement) employee benefits could be better since every team doesn't intercommunicate, many teams have specific rules, everything depends on what kind of people are on your team",5,4,4,5,3,3
" Apr 22, 2016",Former Employee - Technician,Apple Store,not mentioned,4,5,5,3,5,3
" Oct 14, 2012",Current Employee - Software Development Engineer In Test (SDET) II,"Good for Fresh college hires, not good for mid-level hires.",not mentioned,2,1,1,3,3,2
" Oct 14, 2012",Current Employee - Software Development Engineer In Test (SDET) II,"Good for Fresh college hires, not good for mid-level hires.",not mentioned,2,1,1,3,3,2
" Feb 22, 2015",Former Employee - Anonymous Employee,"Excellent company, great experiences",super smart people (co workers) great work life balace ability to make a huge impact high momentum and quick decisions. not all teams/dept/locations are treated the same experience dependent on manager and their ability,5,5,5,5,4,5
" Mar 29, 2017",Current Employee - FC Associate,ICQA,sorry i don't have any pros.. not as advance i thought it would be no priority on qualification stress environment nothing new technology. just big mouth. there are lots of things not satisfied on this environment.,2,1,1,1,3,1
" Feb 20, 2018",Current Employee - Software Development Engineer,"After working for 3 other tech companies, Amazon is by far the best","work in softlines tech after positions at at&t, zynga, and a tech startup and the main pain points i had in previous positions are resolved here: overall good morale and positive internal view of leadership due to the company's rapid growth and amazing new areas/products no bureaucracy (free to spin up the aws hardware and services needed to do my job) best management i've worked for (3 levels up are all former engineers themselves who respect engineers and trust us to do our job without micromanaging) high hiring bar = great teammates the most clear and objective method for promotion of any company i've been in as a new dad, work/life balance is incredibly good working regular 9 5 hours, work from home wednesdays, and management being super flexible about random family needs that come up.. not as many perks as facebook or google but seriously, after having worked at zynga where we had as many perks as you could want, it really isn't as important as the pros i mentioned above and seriously heard more complaints from coworkers at zynga abou",5,5,5,5,5,5
" Nov 13, 2009",Current Employee - Anonymous Employee,Great place for fresh grads!,not mentioned,4,3.5,none,4,4,4
" May 13, 2018",Current Employee - Anonymous Employee,Beware of joining CS in Amazon,not mentioned,4,4,5,3,3,4
" Nov 20, 2014",Current Employee - Redzone Specialist,Redzone Specialist -Part time,not mentioned,3,1,3,2,3,1
" Sep 25, 2017",Current Employee - Senior Product Manager,Like No Other Company,"there are literally no limits. you can have an idea, oversee it, and realize it to fruition inside of 6 months. culture emphasizes clarity and specificity. transparency and straightforwardness are valued above all, and room for bsing is significantly . not for folks who want to coast their way through their careers. it's for highly motivated people who want to exercise change (of a product, an experience, a process, a customer expectation). the recent spotlight on amazon's culture is mainly driven by",5,4,5,5,4,5
" Feb 9, 2018",Current Employee - Senior Marketing Manager,A tough but stimulating environment,"working with very smart people in every team and every level i never wondered ""what is this person doing here?"" cross disciplinary learning, i am technically in marketing but do get exposure to everything from finance to production and tech, it's l. not for the sensitive or faint hearted, there is definitely a culture of questioning everything and a sense that nothing is good enough...if you like constant praise you'll probably hate it it's very no frills compared to the ""free food, free gym, lot",4,3,4,4,3,4
" Sep 18, 2017",Current Employee - Quality Assurance Engineer,Quality Assurance Engineer - II,not mentioned,5,4,3,4,3,4
" Sep 12, 2016",Former Employee - Customer Support,Everything is being controlled.,"a lot of great colleagues. good benefits and health insurance. decent salary can get higher salary in other companies in dublin and even cork. it is good for the cv, but that's about it.. not good noise isolation in the office. not always easy to hear what people are saying on the phone, as there is no noise isolation between desks, at all (only for the senior managers). maximum 10 minutes per week allowance to go to the toilet or awa",1,1,1,3,3,1
" Oct 25, 2018",Current Employee - Cloud Support Engineer,"Worst management, good for newbies, Seasoned IT professionals are not favored",not mentioned,1,1,2,1,2,1
" Dec 14, 2014",Current Employee - Associate Partner Manager,Amazon UK!,not mentioned,3,2,3,2,2,2
" Sep 6, 2014",Current Employee - Process Assistant,Pay isn't worth the stress,not mentioned,1,1,3,2,4,1
" Oct 5, 2018",Former Employee - Warehouse Associate,Do not work there - If you are not used to standing for more than 10 hours,not mentioned,3,2,2,3,2,2
" Sep 23, 2017",Current Employee - Front End Engineer,Best company yet,not mentioned,5,5,5,5,5,5
" Nov 22, 2017",Current Employee - Anonymous Employee,A historically rewarding organization to work for & continues to be,"truly makes an effort to take care of their employees innovative culture continues even with all the growth plenty of freedom to take on what's passionate to you. not really much, there's always challenges that come with massive growth, but google really puts its employees best interests at heart and still operates under the philosophy of putting the user first.",5,5,5,5,5,5
" Feb 13, 2018",Former Employee - Specialist,Specialist,not mentioned,4,4,5,4,5,4
" Jul 19, 2014",Current Employee - Software Development Engineer,Generally satisfied Amazonian here...but I can only speak for my team,"as mentioned in the title, i've only worked on one team at amazon, and it is in the context of a new/secret project, so i'm not sure my experiences are representative of the company as a whole. that being said: fast pace plenty of responsibility end to end project ownership smart co workers. not the most ""positive vibe"" collaboration with other teams can be a bit adversarial (i guess this is a slightly less vague example of my first con) work environment: open work space (lots of interruptions), frequent moving (on a rapidly growing tea",4,5,2,3,4,4
" Mar 23, 2011",Former Employee - Marketing Manager,Unnecessarily complicated,not mentioned,4,3.5,none,3.5,4,4
" Jun 29, 2013",Current Employee - Software Development Engineer,SDE,not mentioned,5,3,5,5,5,4
" Nov 14, 2012",Current Employee - Software Engineer,Rarely a dull moment,not mentioned,4,4,4,4,4,5
" Jan 30, 2017",Former Employee - Consumer Product Advisor,Disappointing to say the least.,not mentioned,3,2,2,2,4,2
" Apr 13, 2015",Former Employee - Anonymous Employee,Order support specialist,not mentioned,3,3,1,1,5,3
" Jan 22, 2012",Current Employee - Software Development Engineer In Test (SDET),Depends on the team,not mentioned,3,3.5,none,4,3.5,3.5
" Jul 14, 2015",Current Employee - Inside Account Manager,interesting and highly competitive job environment,door opening brand nice office & location fair salary dynamic environment smart colleagues good trainings place for personal growth you will redefine your limits good trainings great senior leadership work life balance (depending upo. often dull and counter productive assignments team delegation instead of team leadership 'big brother' team culture & micro management,3,3,3,3,4,5
" Jan 29, 2018",Current Employee - Vendor Manager,Excellent company to start your career - asking you to raise your own bar constantly,"you are surrounded by smart people constantly you are pushed to give the best of yourself you learn a lot you are 'where the business grows' multiple professional opportunities, with new teams and projects created in permanence. often too demanding: split personal and professional life sometimes complicated to maintain 'never enough' mentality which is exhausting after some years in the company not enough emphasize on management and on training people to become managers v",4,3,4,5,4,4
" Jan 29, 2018",Current Employee - Vendor Manager,Excellent company to start your career - asking you to raise your own bar constantly,"you are surrounded by smart people constantly you are pushed to give the best of yourself you learn a lot you are 'where the business grows' multiple professional opportunities, with new teams and projects created in permanence. often too demanding: split personal and professional life sometimes complicated to maintain 'never enough' mentality which is exhausting after some years in the company not enough emphasize on management and on training people to become managers v",4,3,4,5,4,4
" Nov 25, 2012",Former Employee - Software Engineer II,"Fantastic (hard work, & fun) in Seattle, ruthlessly taxing in India","very smart people people aren't only smart intellectually, they are also fairly diverse, so you can actually start to live a normal ""life"" even if you hang out only with work friends. opportunities are easy to come by if you are: a) able to prove t. often, it is easy to lose sight of the personal life of people. most managers are all of the same kind the personal side of the employee comes much later in the decision making process unless the employee puts it front & center. the ""npi""s will oft",4,2,5,4,4,2
" Feb 5, 2015",Current Employee - Principal Group Program Manager,Company under Satya is heading the right direction,"one of a few companies w/ lots of touch points with consumers and enterprises opportunity to work on products that touch people's lives windows, office, skype, bing, azure, xbox, etc. most colleagues are smart, hard working, and competent compa. old microsoft culture traits (aggressiveness, lack of collaboration, internal competition) still linger among small pockets of old timers benefits not at par vs. competition e.g., google / facebook / yahoo! (free food, lengthy parental leaves), app",4,4,5,4,4,4
" Aug 17, 2017",Current Employee - Anonymous Employee,AWS - UK,not mentioned,4,2,4,4,2,4
" Jul 18, 2009",Current Employee - Anonymous Employee,"Good job, on-call gets very old very quick",interesting work deal with scales you can't get in many other places can feel like you're contributing to customer experience and the bottom line. on call crappy offices crappy computers career growth is nill for those who don't kiss ass on call,4,4,none,1.5,3,2.5
" Jun 30, 2016",Former Employee - Software Development Engineer I,"Good career opportunities, but rarely a lifetime career",not mentioned,4,3,3,5,4,4
" Apr 29, 2013",Current Employee - Software Engineer,Avoid it at all cost if you are not a workaholic,not mentioned,2,1,2,3,2,1
" Jun 7, 2015",Former Employee - Software Developer,Stay far away SDE's,"lots of experts, nice campus, good internal tech, access to aws teams.. once you rsu's start to vest after many years of hard work you become a target. you probably will never be allowed to vest. foreign managers spend all their time trying to get visas for their friends back home instead of doing their job working for yo",1,1,1,1,1,1
" Apr 30, 2017",Current Employee - QAE II,Careful!!!! Before You Join,not mentioned,1,1,1,1,3,2
" Sep 9, 2017",Former Employee - Software Development Manager,Software Development Manager,"working for one of the big 5 in tech learning how amazon succeeded, ..... including starting from the customer and working backwards in my role i was exposed to product management in addition to technical leadership. this was useful for my career. only benefits is salary and health insurance. 2% 401k match.... compared to all companies i worked for, 6, amazon is the 2nd worst when it comes to benefits. unfair time load on dev team when it comes to interviewing, with no roi whatsoever. robotic",3,1,2,3,3,2
" Feb 25, 2018",Current Employee - Fulfillment Associate,Fulfilment Associate,not mentioned,4,2,5,5,3,5
" Nov 18, 2014",Former Employee - Senior Catalogue Associate,Senior Catalogue Associate,not mentioned,3,2,4,3,4,2
" Nov 13, 2012",Current Employee - Senior Software Engineer,"A powerful company, with lots of opportunities to make a difference.",not mentioned,4,2,2,5,5,4
" Aug 26, 2017",Current Employee - Software Engineer II,Small MSFT office with lack of opportunities,not mentioned,4,5,2,1,3,1
" Apr 21, 2016",Current Employee - Product Advisor/Business Captain,Great place to work,not mentioned,5,none,none,none,none,none
" Jan 21, 2018",Current Employee - Data Scientist,"Great benefits, but mileage may vary depending on team",not mentioned,4,5,5,4,4,5
" Apr 22, 2018",Current Employee - Anonymous Employee,Manager Merchant Services,not mentioned,5,4,5,5,4,4
" Dec 17, 2017",Current Employee - Technical Writer,Potential lost in confusion,not mentioned,5,4,4,3,4,3
" Jul 25, 2013",Current Employee - Architect,"Great opportunities for growth, exciting innovation and plenty of room to move within the company.",not mentioned,3,4,1,4,3,2
" Feb 12, 2017",Current Employee - Software Engineer-II,Just required review,not mentioned,2,3,1,2,3,2
" Mar 9, 2017",Former Employee - Software Engineer,"Good company, good people",not mentioned,4,3,5,5,4,5
" Apr 15, 2014",Current Employee - Outbound,"Job, yes. Career, no.","stability. in a year and one half, i've never worked less than forty hours. variety. amazon offers the opportunity to work in almost aspect of the business, from receiving to shipping. overtime. on average, our facility offers fifty hour weeks, for . overtime. especially around holidays, the company expects you to work mandatory 50 60 hour weeks. to quote something i read on facebook: 'amazon, where you od on ot.' schedule. during 'peak', those ten hour shifts get longer and longer. pay. i'd cal",3,3,3,2,3,2
" Aug 1, 2017",Current Employee - Systems Design Engineer,Stay away from HWTE at all costs.,not mentioned,1,1,1,1,2,1
" Jun 21, 2013",Current Employee - Software Engineer,Depends on the team and the manager,"good salaries/compensation, sign in bonus is good as well. lots of talented people ( some of them are pricks as well). pager duty, 15 minutes to respond in the event of an alert managers main goal is to suck blood out of you. most of them are micro managers.",2,1,2,2,1,2
" Jul 27, 2010",Current Employee - Software Engineer,"Facebok TL,DR",not mentioned,5,4,none,4,4.5,4
" Nov 15, 2015",Former Employee - BOH Specialist,Phenomenal place to work!,"great benefits great company atmosphere great communication between staff and management fun! no uniform, friendly environment, you feel like you're part of a family.. pay schedule during holiday hours especially!",5,3,5,5,5,5
" Jan 31, 2017",Former Employee - Warehouse Associate,"Run From HOU1, and NEVER LOOK BACK","part time, so you only have to deal with the chaos for a few hours. pay amount bi weekly pay management/lying hr staff favoritism worst of any company, period!!!",1,3,1,1,1,1
" Feb 9, 2018",Current Employee - Instructional Designer,"Challenging but Rewarding, Negiotiate Well, Seattle Traffic is BAD",not mentioned,3,3,3,5,3,3
" Aug 16, 2017",Current Employee - Software Engineer II,Love it,not mentioned,5,4,5,5,4,5
" Jan 19, 2012",Former Employee - At-Home Advisor - College Program,"Great corporate benefits, but the same Call Center position like anywhere else","benefits: i was a part of the college program, so we worked 20 hours minimum and still get good benefits because we are under corporate work at home. yes, we do work out of home, although that is a bit of a con as well. apple brand name: except when yo. pay: really low compared to industry standards, no negotiation regardless of experience $10/hour range. i took it as i wanted to gain experience and thought very highly of apple hours: they say its ""flexible"" but in reality its not. they work around",1,1,none,1,3,1
" Jan 4, 2017",Current Employee - Vendor Flex Associate,Best kept secret within Amazon,not mentioned,5,4,5,4,5,5
" Jan 4, 2017",Current Employee - Vendor Flex Associate,Best kept secret within Amazon,not mentioned,5,4,5,4,5,5
" Mar 17, 2015",Current Employee - Software Engineer III,This company exceeded my expectations in every way except for the social aspect.,"fun work that impacts millions of people and is helping to change the world always learning and growing, peers are brilliant and help you grow great compensation great food flexible work hours a surprising amount of transparency from 'the top'. peers are brilliant so you might feel inadequate sink or swim mentality. you're expected to be a self starter and independent learner. they have resources to help you but, in the end, you have to figure out how to learn and get things done on your own",5,5,5,5,5,5
" Jul 22, 2015",Former Employee - Software Development Engineer In Test (SDET),Excellent place to work at!!,not mentioned,5,4,4,5,5,3
" Jul 21, 2015",Former Employee - Not A Developer/Engineer,Manager and team make or break the job,not mentioned,4,3,3,5,4,4
" Oct 1, 2014",Current Employee - Software Development Engineer,Exciting place for young professionals to build their career,not mentioned,5,4,4,4,4,4
" Dec 23, 2015",Current Employee - Software Engineer,Software Engineer,"facebook is very flexible, people are encouraged to work on stuff they're interested in with the best support i've ever seen in industry these years. facebook holds one of the best standards on its benefits better than all companies with equivalent . people says facebook has less politics, but i do feel some. usually come from a group of people joining to same team from same company around same time. culture encourages transparency, so if you're a smooth talker and avoid giving harsh feedbacks, th",5,5,5,5,5,5
" Jan 31, 2017",Former Employee - Anonymous Employee,Repetitive,"they'll hire basically anyone since it's a warehouse job, basically all hands on deck.. people tend to hang out in clusters, so it's kind of like high school where everyone hangs out and mingles in their established groups wherever your stationed at (you don't get to pick what you do, you're assigned) it can be quite repetitive after a f",2,1,1,1,1,1
" Mar 6, 2013",Current Employee - Anonymous Employee,"High quality of work, very fast paced","in general, almost everyone i've worked with is much smarter than an average employee at some other company. great beer bashes with awesome free food caffe macs, although not free, serves amazing gourmet quality good. the only problem is, i've gaine. people who've done their time at apple (read: older employees) seem more laid back compared to the more recent hires/younger blood. this causes bottlenecks in projects which are extremely fast moving and need juggling of multiple priorities at the same",4,1,4,3,3,3
" Jul 21, 2013",Current Employee - Principal Software Development Engineer,Principal SDE,large pool of technical resources to learn and consult decent compensation especially after being with the company more than 5 years great benefits and good supportive environment for internal transfers. performance review and calibration model caused a side effect of 'promoting' working silo and against each others since someone in an org must be rated excellent and someone must be rated bad. company is getting a bit too big side effect of losing t,3,3,4,3,3,2
" Oct 16, 2012",Current Employee - Senior Program Manager,Had great health care... ,"proclub membership health care used to be excellent, now is pretty comparable to any a grade employer ssdp (same sex domestic partner) health care which is good for some lots of different areas so you can basically change job and it's just like ch. performance review is bell curve based the new (1 5) versus 20/70/10 rating system really blows from ""senior"" band (l63) and above the job is more politics and less working found that you need to spend almost 50% of your time on ""influence"" especi",3,4,4,3,3,2
" Aug 3, 2012",Current Employee - Senior Software Developer,"Great company, bad perf review model",not mentioned,3,4,3,3,3,2
" Oct 25, 2014",Former Employee - Information Technology Resident,"Overall positive environment, with some of the most super talented yet down-to-earth colleagues I'd ever seen","leadership/management is amazing (for the most part) compensation is iffy but properly backed with the amazing (seemingly endless work perks!) perks go on forever, i don't think any one single employee has ever used even up to 90% of all the base pe. performance tracking is a little more cut throat then i'd have liked, with the risk of quickly escalating work environment between peers from friendly competition to rivalry with so much going on, it's easy to get lost in the noise. this company was f",4,3,5,4,5,3
" Jan 11, 2017",Former Employee - Account Strategist,"Google is a very different company now. Great opportunity for some, but do your homework and ask the hard questions.","great environment for learning. sellers at google are rewarded for big wins, strong performance, and innovative thinking. you won't see everyone relying on the same narrative or strategy to get things done the most motivated and intelligent succeed. . perks are great, but don't let that fool you after your 3 months of organized training is over, you will be so caught up by the never ending internal metrics tracking your every move. you will have no time to use the nap pod that all of your friends l",3,5,3,3,4,2
" Apr 25, 2016",Current Employee - Product Design Engineer,Challenge yourself,grow your professional experience work with the best in the world here always learning new things fast paced and rewarding environment much improved work life balance in the past two years. perks aren't on par with other companies of equal stature a lot of travel away from family and friends pressure and stress can be quite intense,5,4,5,4,5,4
" Apr 6, 2015",Current Employee - Anonymous Employee,Be aware of which Org/SVP group you work for...,not mentioned,3,4,2,4,2,4
" Feb 6, 2017",Current Employee - Senior Vendor Manager,political and terrible,"stock rsu's great brand name on your resume high level of data rigor. political as heck, wbr's are basically for showboating",2,2,1,4,3,1
" Oct 6, 2009",Current Employee - Anonymous Employee,Generous benefits,not mentioned,4,4,none,3.5,3.5,2.5
" Mar 12, 2012",Current Employee - Program Manager II,"6 years across different divisions (Windows Live, Bing and Servers Tools Business)",not mentioned,3,4,none,3,3.5,3
" Jan 28, 2014",Former Employee - Technical Program Manager,Fantastic career growth experience,not mentioned,4,4,4,4,4,3
" Jan 21, 2016",Current Employee - Anonymous Employee,Enjoy working at Amazon,not mentioned,3,3,4,4,3,3
" Aug 18, 2016",Former Employee - Head of Client Enablement,Hope you like meetings,not mentioned,2,3,2,2,5,1
" Jul 21, 2014",Former Employee - Warehouse Associate,It's a job,"office staff was present 24/7 the company was definitely moving to make things better for employees at the time i left decent hours (i prefer the extra days off to having a shorter workday) one of the few companies still hiring for general labor w. poor compensation (benefits, salary, etc.) not many transferable skills learned/taught mediocre promotion availability (to be expected when you work in a warehouse with 2300 employees)",3,2,3,3,2,3
" Sep 19, 2017",Current Employee - Area Manager,Poor Experience,"4 day work weeks during non peak season. poor dental insurance poor 401k matching very little opportunity to advance. recruiters will tell you otherwise but after working in several fc's and speaking to many employee's, this is not the case and promotions are few and far between. during",1,1,1,1,3,1
" Feb 27, 2012",Current Employee - Program Manager,Work you to the bones with no appreciation-stay away,good solid company to have on your cv an abundance of information ( just need to find out where to get it!) some extremely bright people ( but lack any people skills). poor knowledge sharing watch out for hr as they will say anything to you to get you in the company. please don't trust them. i was told that they would help my partner get a job in luxembourg and when i moved over they did nothing to help senior man,1,1,none,1,2,1
" Jul 4, 2014",Former Employee - Anonymous Employee,"A lot of reporting, poor management, but great package.","package: good salary, rsus i learned a lot looks good on your cv (very selective & successful) brand awareness (clients). poor management: ex boston consulting group mainly, they don't care about their staff nor hr extremely political: directors and category leaders use deep dives, financial reviews (operational plan), pricing reviews and backgrounds check (business scho",3,2,1,2,5,2
" Jul 4, 2014",Former Employee - Anonymous Employee,"A lot of reporting, poor management, but great package.","package: good salary, rsus i learned a lot looks good on your cv (very selective & successful) brand awareness (clients). poor management: ex boston consulting group mainly, they don't care about their staff nor hr extremely political: directors and category leaders use deep dives, financial reviews (operational plan), pricing reviews and backgrounds check (business scho",3,2,1,2,5,2
" Mar 4, 2013",Current Employee - Software Engineer,"If you want to do well, expect a sweatshop experience and sweatshop rewards",not mentioned,3,1,2,2,2,1
" Aug 15, 2017",Former Employee - Senior Software Engineer,Let down by poor quality mid-level mangers,not mentioned,1,2,3,1,2,3
" Dec 8, 2010",Current Employee - Senior Software Engineer,Get on the ride.,not mentioned,3,3.5,none,1,3.5,3
" Jan 1, 2018",Current Employee - Anonymous Employee,Life at TRMS,"challenging work that keeps you engaging values your inputs into business with no discrimination of level ample opportunities to move across the organization for one's growth competitive compensation in market for non technical employees, standing. poor selection and grooming of front line management who are not adaptable to amazon's unique culture unlike the senior leadership most of the works don't move fast unless causes an escalation as we are not client/contract companies which at times mak",4,3,3,4,4,4
" Sep 14, 2018",Current Employee - SDE2,Amazon company level review,not mentioned,3,2,2,4,4,4
" May 9, 2018",Former Employee - Specialist,Fantastic Retail Opportunity - Product Zone Specialist,not mentioned,5,2,5,3,5,5
" Feb 6, 2018",Current Employee - Product Advisor,"Great Environment (at times), little room for growth",not mentioned,2,4,4,3,5,2
" Jan 7, 2014",Former Employee - Anonymous Employee,"Great employer, great perks",not mentioned,5,5,5,3,5,5
" Sep 15, 2013",Former Employee - Mac Specialist (Apple Store),Great if you like to drink the kool-aid,not mentioned,4,4,5,2,4,1
" Feb 25, 2010",Former Employee - Operations Manager,If you want your self-esteem to be degraded - come work here!,innovative company good compensation and benefits room for professional growth and advancement. priorities are constantly changing so that you don't know what you should be focusing on and you are not able to accomplish much because you get pulled from one project or priority to the next work is piled on you so that you learn to manage not doing,2,1.5,none,5,4.5,3
" Apr 24, 2010",Current Employee - Area Manager,"Amazon is fantastic, but encourages a destructive work-a-holic culture.",not mentioned,4,4,none,4,3,3.5
" Apr 5, 2018",Former Employee - Product Zone Specialist,"(Product Zone Specialist) Great team and benefits, but can get Veeerrryyyy boring","a great team seems to be almost a universal thing! ive made some really great friends. its insane that you can work on a team of 100 or so people and like 80 odd of them. cant argue with the benefits, gym, dental, private health care. if you. progression (particularly on product zone) is slow slow slow seems very right place right time. if youre interested in a creative position, good luck, those very rarely come up, and positions seem to be universally taken up by people who",4,3,5,2,5,3
" Feb 23, 2017",Current Employee - Specialist,Great for retail but only for retail,not mentioned,3,3,3,2,4,2
" Mar 5, 2018",Current Employee - Senior User Experience Designer,I suggest working here if you have the opportunity,not mentioned,5,5,4,5,5,4
" Oct 21, 2016",Former Employee - Associate Account Strategist,Definitely NOT a meritocracy,not mentioned,2,5,1,1,4,1
" Sep 15, 2018",Current Employee - Software Engineer,Steadily going downhill,"great salary great benefits generally competent engineers culture of helpfulness and quality in many engineering teams. most engineers will answer your email and give you advice. can still find interesting technical work, though there's lots of . pr speak is widespread. executives use vague cya communication style. to me it's like hearing politicians talk. transparency has been steadily going down for years, you hear about projects when they're announced or leaked. several high level execs see",3,3,3,3,5,2
" Jan 17, 2018",Former Employee - Picker,Amazon picker,"pays more than minimum wage outside of mandatory overtime, you'll work 10 hours a day for 4 days a week, meaning you theoretically get three days off per week. punishing quotas physically grueling, 10 to 20 miles of walking every day on concrete floors every process is so automated and impersonal that you have to be a little bit of a robot yourself if you want to meet expectations high turnover, everyone",1,none,none,none,none,none
" Jun 23, 2016",Current Employee - Engineering Project Manager,Great brand!,not mentioned,2,1,3,3,3,3
" Mar 2, 2017",Current Employee - Operations Development Manager,A place of phenomenal opportunity.,"very intelligent people with a can do attitude. excellent compensation relative to market. the senior management adopts a very detail oriented / hands on approach (they're not afraid to ask for your spreadsheets and will dive deep). more than half. quite a lot of travel (but this is to be expected and is made clear before joining). poor knowledge management (most often, someone else has probably already done what you're doing, and you won't know it until its too late). more than half of the wo",5,3,5,5,5,4
" Nov 29, 2015",Former Employee - Senior Program Manager,Program Manager,not mentioned,3,3,2,3,3,3
" Mar 14, 2017",Current Employee - Director,"If you want to progress, you need to be in Redmond","salary betting on the right horses right now (2016/17: azure, enterprise environment, ai). rather centralized organisation. career ladder ends pretty quickly outside the us, you hardly find jobs with level 66 or higher outside redmond. buddy culture in redmond decision making mostly at hq, very little left to the field",2,3,3,2,4,3
" Nov 23, 2016",Current Employee - Anonymous Employee,Sales office deviates from core Google culture,not mentioned,3,2,2,4,5,2
" May 2, 2018",Former Employee - Warehouse Associate,"Good part time job, with frustrations",not mentioned,4,5,4,3,4,3
" Aug 14, 2016",Current Employee - Infrastructure Engineer,Sunny with a chance of lowballs,not mentioned,4,4,4,3,3,3
" Jan 14, 2013",Former Employee - Senior Program Manager,Sr. Program Manager,not mentioned,4,5,4,4,4,2
